ticker,sector,date,open,high,low,close,volume,daily_return_pct,pct_change,ma_7,ma_30,ma_50,rsi,macd,volatility_10d,signal,next_day_return
JNJ,Healthcare,2021-10-27,117.35,119.16,117.28,118.81,74395905,1.2441,1.1838,116.83,120.73,127.38,66.63,-3.84,1.694,Sell,1.3265
AMZN,E-Commerce,2021-05-27,3143.44,3256.1,3140.04,1237.6000000000001,20404924,2.8485,2.8491,1240.1075,3098.88,3137.04,58.74,15.0,47.9441375,Buy,1.7417
JNJ,Healthcare,2021-06-22,181.67,181.79,179.83,180.68,62639646,-0.5449,-0.6543,180.8,180.96,182.03,57.84,-0.94,2.3941,Sell,-0.5934
NFLX,Entertainment,2021-04-23,414.55,424.93,413.48,424.77,79098059,2.4653,1.4958,424.87,437.86,432.31,50.42,-10.15,6.9273,Sell,3.0461
GOOGL,Technology,2021-05-13,2574.5,2593.64,2567.36,1237.6000000000001,79274310,0.3861,1.0494,1240.1075,2702.45,2804.05,42.1,-19.588749999999997,47.8002,Sell,0.1769
JPM,Finance,2021-05-24,160.88,163.51,158.95,161.27,8064508,0.2424,-0.4383,154.33,153.7,148.02,57.86,-0.76,5.6527,Buy,-0.206
JPM,Finance,2021-11-11,247.18,247.72,244.46,245.85,54339239,-0.5381,0.057,243.49,241.44,237.88,44.57,0.75,2.4103,Buy,-0.5497
TSLA,Automotive,2021-08-13,145.2,155.58,139.85,150.14,12028457,3.4022,4.70215,134.7,122.87,103.23,51.23,2.72,8.7655,Buy,3.4162
JPM,Finance,,257.47,257.74,251.97,253.43,62077956,-1.5691,-1.4505,252.61,247.94,245.0,43.01,5.35,2.9631,Buy,-1.5685
NFLX,Entertainment,2021-04-02,442.45,443.49,438.93,257.31500000000005,17472052,0.122,0.4444,442.18,431.78,430.48,50.79,12.11,10.2191,Buy,1.3044
MSFT,Technology,2021-06-11,290.38,294.78,287.84,293.29,42299564,1.0021,0.9396,281.88,277.49,286.19,58.66,1.96,7.6713,Buy,0.3471
MSFT,Technology,2021-02-03,327.39,331.58,327.35,330.26,77160502,0.8766,1.7782,321.73,330.26,330.26,73.66,-12.93,6.881,Sell,0.7833
AMZN,E-Commerce,2021-10-11,4032.04,4055.53,3984.54,1237.6000000000001,65723655,-0.8609,-0.6183,1240.1075,3981.29,3951.67,51.74,20.84125,33.8465,Buy,-5.219
AAPL,Technology,2021-10-21,133.36,134.01,130.36,131.76,52647290,-1.1998,-2.0736,136.27,136.81,140.55,51.28,0.39,2.0739,Sell,-1.4083
JPM,Finance,2021-02-24,137.62,138.15,135.5,135.93,9731755,-1.228,-1.4286,141.06,142.72,135.93,48.88,-2.25,2.7212,Sell,-0.6154
MSFT,Technology,2021-02-11,326.32,326.98,321.14,323.52,36406789,-0.8581,-0.7333,326.64,311.85,323.52,53.93,9.56,3.5594,Buy,-0.7688
AAPL,Technology,2021-07-16,140.52,141.67,139.81,141.19,33373241,0.4768,-0.3669,139.72,134.43,135.3,57.91,3.8,1.9074,Buy,0.3079
JPM,Finance,2021-02-17,143.73,144.44,141.75,142.79,114210883,-0.654,-0.098,140.83,144.47,142.79,49.31,0.0,2.9649,Sell,-0.4297
NFLX,Entertainment,2021-09-15,550.62,556.17,549.88,549.92,48023435,-0.1271,0.1804,544.57,541.7,513.5,52.15,-3.64,10.351,Buy,-1.8224
JNJ,Healthcare,2021-11-30,118.72,120.22,117.4,118.62,38206981,-0.0842,0.2959,115.44,117.24,118.71,63.15,-0.45,2.4531,Sell,0.1115
JPM,Finance,2021-09-10,235.47,236.15,227.37,227.59,20239972,-3.3465,-3.2273,230.92,227.61,216.34,28.15,2.29,2.563,Buy,-3.9728
NFLX,Entertainment,2021-11-30,506.43,508.62,502.46,504.7,55880057,-0.3416,-0.8623,512.75,529.83,549.3,49.27,1.15,13.7537,Sell,-2.2508
AMZN,E-Commerce,2021-12-29,4151.96,4154.77,4037.19,1237.6000000000001,15063555,-1.6118,-1.8479,1240.1075,4195.25,4112.32,43.72,-12.42,47.9441375,Sell,5.763225
JPM,Finance,2021-02-05,142.39,143.51,136.24,137.1,59699276,-3.7151,-4.213,142.19,137.1,137.1,37.91,-2.69,4.687,Buy,-3.3353
TSLA,Automotive,2021-09-23,128.8,133.51,127.4,131.36,20555932,1.9876,3.7025,130.04,144.09,136.69,41.33,-12.31,4.3247,Sell,2.6646
JNJ,Healthcare,2021-08-03,156.21,157.61,154.98,156.33,67753531,0.0768,-0.115,157.53,164.26,170.17,49.93,-3.68,3.3052,Sell,0.3294
JNJ,Healthcare,2021-11-09,116.01,118.1,115.08,117.97,32887509,1.6895,1.4272,117.28,118.43,123.39,55.68,0.31,1.4753,Sell,1.2947
AAPL,Technology,2021-01-15,162.42,164.81,160.41,160.51,8685979,-1.176,-0.8463,159.87,160.51,160.51,55.81,0.0,5.7093,Sell,-0.8488
NFLX,Entertainment,2021-05-06,449.2,454.82,449.06,451.1,59147503,0.423,0.5304,431.93,434.08,432.6,63.2,-5.6,12.6575,Sell,-0.8375
NFLX,Entertainment,2021-06-02,462.32,470.57,450.04,459.58,60668255,-0.5927,-1.9333,473.59,453.15,447.31,54.08,15.31,7.6685,Buy,-0.5343
TSLA,Automotive,2021-11-23,90.55,117.3,90.47,257.31500000000005,13223656,4.4427875,4.70215,100.26,101.39,109.69,43.26,-2.19,7.5427,Sell,5.763225
TSLA,Automotive,2021-05-27,87.52,95.71,83.87,87.28,35850505,-0.2742,4.327,89.12,95.34,116.84,55.84,-5.43,5.3795,Sell,0.1419
NFLX,Entertainment,2021-02-04,431.94,444.96,429.92,429.97,6590347,-0.4561,-0.5252,434.13,429.97,429.97,39.47,10.31,7.4614,Buy,0.8091
AMZN,E-Commerce,2021-03-26,3298.3,3320.98,3237.36,1237.6000000000001,34569786,-0.7004,-0.9808,1240.1075,3228.27,3339.55,47.04,20.84125,38.8615,Buy,-1.3969
GOOGL,Technology,2021-03-30,3025.37,3058.13,2991.24,1237.6000000000001,39440917,0.5616,0.7631,1240.1075,3014.98,3034.69,41.3,-19.588749999999997,47.9441375,Sell,-4.352
JPM,Finance,2021-03-23,125.33,128.72,125.09,126.99,53111290,1.3245,1.454,127.57,134.7,138.26,47.65,-5.9,1.6724,Sell,1.3954
AAPL,Technology,2021-01-21,159.54,162.01,159.13,161.73,74599104,1.3727,1.8194,160.62,161.73,161.73,59.06,-2.45,2.4765,Sell,1.2002
NFLX,Entertainment,2021-09-13,544.14,557.72,542.28,548.47,57661521,0.7958,1.0185,537.68,540.21,510.01,63.07,-5.08,8.9376,Sell,1.8081
AAPL,Technology,2021-10-29,140.74,140.92,137.72,137.73,17809104,-2.1387,-1.396,134.96,136.23,138.97,51.94,-0.33,2.9256,Sell,-2.2223
JNJ,Healthcare,2021-11-19,118.44,119.46,117.07,117.44,43597076,-0.8443,-1.3689,118.33,117.31,120.54,49.32,0.56,1.2532,Buy,-0.9744
NFLX,Entertainment,2021-05-18,491.53,497.06,481.99,482.24,20316125,-1.89,-1.2269,462.11,438.25,438.52,66.31,16.44,16.0568,Buy,-2.7822
MSFT,Technology,2021-07-09,282.82,283.97,280.01,283.23,51130768,0.145,0.1308,279.14,281.74,279.6,29.19,0.81,6.3235,Hold,-0.0527
AMZN,E-Commerce,2021-04-26,3125.67,3158.67,3073.69,1237.6000000000001,24523561,-0.8142,-0.8158,1240.1075,3192.93,3195.02,50.49,-2.95,47.9441375,Sell,-0.5285
GOOGL,Technology,2021-12-24,2687.91,2763.45,2659.63,1237.6000000000001,58320041,1.9967,2.4989,1240.1075,2684.08,2696.52,50.86,5.5,21.4165,Buy,5.763225
TSLA,Automotive,2021-04-16,112.91,123.63,109.63,121.59,5319658,4.4427875,4.70215,125.3,157.4,164.15,53.81,-19.588749999999997,9.6956,Sell,5.763225
AAPL,Technology,2021-10-01,137.53,138.3,134.17,135.37,55047718,-1.5706,-1.1104,135.76,140.72,142.94,45.66,-3.52,1.7404,Sell,-1.3115
GOOGL,Technology,2021-02-09,3073.1,3090.27,3062.88,1237.6000000000001,40612416,0.055,-0.2951,1240.1075,3074.79,3074.79,65.12,20.84125,47.9441375,Buy,-2.6617
AMZN,E-Commerce,2021-08-24,3819.44,3855.55,3790.78,1237.6000000000001,39367726,-0.3891,-0.8294,1240.1075,3871.09,3730.16,53.4,20.84125,47.9441375,Buy,1.8622
NFLX,Entertainment,2021-01-14,498.28,501.91,480.0,487.68,27120317,-2.1273,-0.7409,503.31,487.68,487.68,53.9,0.0,14.8565,Buy,-4.2192
NFLX,Entertainment,2021-11-16,535.15,540.31,527.09,539.33,26121768,0.7811,-0.2442,527.78,554.81,555.1,56.4,-19.588749999999997,12.7005,Sell,1.3249
TSLA,Automotive,2021-02-09,192.45,204.08,187.7,201.31,50525645,4.4427875,4.70215,167.07,201.31,201.31,63.17,-13.14,25.5298,Sell,4.3612
AAPL,Technology,2021-08-09,149.44,150.41,144.56,145.22,50089532,-2.8239,-2.5435,146.48,141.32,137.39,67.19,3.22,2.888,Buy,-2.8595
GOOGL,Technology,2021-08-11,2783.04,2785.2,2774.74,1237.6000000000001,37767605,-0.2515,-0.3189,1240.1075,2815.52,2731.32,59.69,-19.588749999999997,39.7178,Sell,2.5199
AMZN,E-Commerce,2021-07-15,3688.53,3734.82,3688.33,1237.6000000000001,70032457,0.5688,0.26,1240.1075,3487.29,3349.44,63.89,20.84125,47.9441375,Buy,1.8891
GOOGL,Technology,2021-11-01,2718.25,2742.2,2681.15,1237.6000000000001,19315887,-1.2471,-1.8275,1240.1075,2705.54,2690.43,45.78,2.98,30.7546,Sell,-1.5282
MSFT,Technology,2021-07-07,277.84,278.01,274.74,277.66,59940143,-0.0648,0.289,280.8,280.79,279.75,35.57,1.28,6.9897,Buy,0.1366
TSLA,Automotive,2021-02-15,181.84,184.4,173.29,175.96,19802203,-3.2336,-4.0985,189.2,167.49,175.96,50.49,8.25,18.9075,Buy,-2.9366
GOOGL,Technology,2021-07-01,2648.2,2725.25,2633.01,1237.6000000000001,43210565,2.382,2.3584,1240.1075,2566.18,2590.02,55.06,20.84125,44.3328,Buy,2.3164
TSLA,Automotive,2021-03-22,159.26,170.53,158.03,167.43,17120673,4.4427875,4.70215,173.45,174.61,166.67,38.08,4.2,8.6241,Sell,5.4301
JNJ,Healthcare,2021-04-02,165.78,168.92,164.48,168.71,70065350,1.7674,2.1185,166.46,162.75,161.34,65.13,2.39,1.4212,Buy,1.5716
JNJ,Healthcare,2021-07-28,161.53,162.46,157.0,157.01,72650477,-2.7982,-2.8464,160.82,167.8,172.18,43.91,-5.45,2.2134,Sell,-2.8323
AMZN,E-Commerce,2021-02-23,3306.81,3340.99,3280.92,1237.6000000000001,54399541,-0.2537,-0.2006,1240.1075,3471.15,3298.42,39.23,-19.588749999999997,47.9441375,Sell,-5.8069749999999996
JNJ,Healthcare,2021-10-05,124.03,125.23,121.51,122.03,51643655,-1.6125,-2.3135,124.33,130.8,138.35,32.35,-5.24,1.3849,Sell,-1.6075
AMZN,E-Commerce,2021-11-10,4071.14,4090.67,4023.98,1237.6000000000001,55533453,-0.901,-0.5225,1240.1075,4010.27,3990.84,53.34,20.84125,38.3437,Buy,2.228
NFLX,Entertainment,2021-01-08,511.95,515.2,508.53,509.13,26319813,-0.5508,-1.6326,509.13,509.13,509.13,63.92,0.0,0.01,Hold,-0.839
TSLA,Automotive,2021-07-20,126.08,138.88,121.19,133.02,57452290,4.4427875,4.70215,127.91,91.65,88.54,35.27,20.84125,12.4909,Buy,5.0389
JPM,Finance,2021-05-28,166.71,167.83,159.97,164.7,67770631,-1.2057,-1.0157,162.58,155.34,150.92,61.38,1.65,6.6001,Buy,-1.4092
AAPL,Technology,2021-07-20,138.58,139.75,136.83,139.23,6973103,0.469,-0.1148,140.11,134.88,135.26,54.37,3.58,1.4319,Buy,0.207
AMZN,E-Commerce,2021-11-12,4025.47,4047.74,3909.76,1237.6000000000001,54031260,-2.2479,-1.8689,1240.1075,4004.55,3994.49,48.97,20.84125,47.9441375,Buy,1.4293
NFLX,Entertainment,2021-01-15,481.81,487.84,462.29,467.29,5349241,-3.0136,-4.181,494.39,467.29,467.29,64.42,0.0,19.0177,Buy,-3.2828
GOOGL,Technology,2021-08-13,2841.8,2861.25,2801.86,1237.6000000000001,59600752,-1.0789,-0.7618,1240.1075,2821.33,2742.09,66.19,-19.588749999999997,47.3587,Sell,-5.8069749999999996
AMZN,E-Commerce,2021-01-25,3515.26,3541.18,3497.5,1237.6000000000001,47768780,-0.3311,-0.2559,1240.1075,3503.62,3503.62,56.44,20.84125,37.493,Buy,-1.541
TSLA,Automotive,2021-05-12,86.52,89.62,72.77,77.51,31003980,-4.3987125,-4.73485,86.33,112.34,136.5,42.47,-15.76,6.9236,Sell,-5.8069749999999996
GOOGL,Technology,2021-02-18,3228.58,3230.95,3134.32,1237.6000000000001,72997827,-2.1802,-1.9598,1240.1075,3046.47,3158.19,62.83,20.84125,41.4011,Buy,-5.8069749999999996
GOOGL,Technology,2021-07-16,2916.83,2930.02,2861.92,1237.6000000000001,42661003,-1.2147,-0.6609,271.57,2703.5,2633.35,63.33,20.84125,47.9441375,Buy,2.8993
AAPL,Technology,2021-05-05,139.5,142.84,137.72,142.31,49068153,2.0143,1.4182,138.46,142.9,147.06,54.39,-3.41,2.3359,Sell,2.4319
JNJ,Healthcare,2021-07-01,169.98,170.71,168.94,169.55,21290727,-0.253,-0.7319,173.33,177.78,181.05,43.1,-0.67,5.2174,Sell,-0.2561
MSFT,Technology,2021-05-18,271.67,279.16,271.46,278.6,58041899,2.5509,3.1164,272.21,289.82,294.01,48.18,-8.23,7.372,Sell,2.9933
AAPL,Technology,2021-07-05,134.89,135.79,132.88,135.63,70677256,0.5486,0.0812,134.75,133.2,135.39,50.49,1.5,1.7917,Buy,0.7195
JPM,Finance,2021-07-30,218.9,224.65,218.64,222.36,24796383,1.5806,1.7899,212.46,191.66,182.14,55.35,12.81,6.0939,Buy,1.6326
MSFT,Technology,2021-07-26,305.68,313.45,305.52,310.92,61730738,1.7142,2.1084,299.69,287.2,283.41,54.79,5.88,9.088,Buy,1.5247
NFLX,Entertainment,2021-09-23,571.84,573.54,554.54,561.19,13693573,-1.8624,-1.5041,558.95,544.9,528.58,55.9,7.48,8.792,Buy,-1.334
JPM,Finance,2021-05-20,156.76,160.47,156.76,160.26,46894216,2.2327,3.7617,151.48,153.11,146.75,56.06,-1.18,4.0171,Sell,1.8153
TSLA,Automotive,2021-10-12,119.41,124.33,118.4,121.42,61060602,1.6833,2.594,112.0,128.2,135.6,59.99,-8.61,5.4841,Sell,3.0349
MSFT,Technology,2021-11-12,353.83,356.21,344.42,344.75,76550892,-2.5662,-2.3731,352.44,348.56,344.76,41.37,3.8,3.3519,Buy,-2.5306
GOOGL,Technology,2021-01-13,2982.99,3015.69,2957.32,1237.6000000000001,60744444,0.6356,0.8215,1240.1075,3001.95,3001.95,45.99,0.0,0.01,Sell,-0.4533
NFLX,Entertainment,2021-10-20,592.9,599.12,582.8,586.21,51182402,-1.1284,-1.215,600.16,570.48,558.26,45.45,18.06,12.1932,Buy,-1.0842
AMZN,E-Commerce,,3529.05,3599.64,3476.24,1237.6000000000001,45402199,0.8175,0.5409,1240.1075,3433.37,3286.89,59.21,20.84125,47.9441375,Buy,-0.1806
JNJ,Healthcare,2021-04-05,168.89,172.8,168.64,172.16,74161118,1.9362,2.0449,167.3,163.5,161.65,67.31,1.88,2.2266,Buy,2.1036
NFLX,Entertainment,2021-08-16,535.4,548.01,531.22,546.67,73269126,2.105,2.922,542.4,489.76,484.22,69.58,20.84125,8.2592,Buy,1.8348
GOOGL,Technology,2021-04-13,2714.81,2750.67,2686.23,1237.6000000000001,22598764,1.2226,1.208,1240.1075,2931.67,3008.23,31.43,0.0,47.9441375,Sell,5.763225
MSFT,Technology,2021-12-09,345.52,347.12,334.35,341.81,27017720,-1.0737,-1.2823,350.71,352.93,350.27,40.9,0.67,5.228,Sell,-1.0476
JNJ,Healthcare,2021-06-28,174.68,174.81,170.82,171.52,35571696,-1.809,-1.8933,178.6,179.36,181.7,46.77,0.5,3.4416,Sell,-1.5626
AMZN,E-Commerce,2021-06-29,3480.02,3564.31,3477.38,1237.6000000000001,75331581,2.0353,2.2775,1240.1075,3323.44,3224.88,61.57,20.84125,46.2625,Buy,5.763225
TSLA,Automotive,2021-12-23,110.88,129.06,101.93,122.93,53372711,4.4427875,4.70215,111.87,111.78,107.65,54.03,-1.87,5.9433,Buy,5.763225
JNJ,Healthcare,2021-03-03,157.47,159.74,156.89,158.92,79433045,0.9208,0.812,154.96,157.71,158.92,34.42,-2.82,3.1147,Sell,0.9702
GOOGL,Technology,2021-04-06,2919.59,2934.52,2907.82,1237.6000000000001,41913289,-0.1668,0.0285,1240.1075,2987.25,3034.32,35.13,13.91,46.8155,Sell,-2.1442
JNJ,Healthcare,2021-11-16,120.23,120.47,117.88,118.81,78086744,-1.1811,-0.5524,117.89,117.45,121.53,50.0,0.56,1.205,Buy,-1.2007
AAPL,Technology,2021-01-19,164.26,164.62,156.73,159.04,61590535,-3.1779,-2.1533,161.47,159.04,159.04,57.65,-1.74,4.1048,Buy,-3.0425
AMZN,E-Commerce,2021-06-10,3417.26,3421.07,3396.13,1237.6000000000001,27379421,-0.2499,0.7865,1240.1075,3154.53,3157.95,44.76,20.84125,47.9441375,Buy,-1.5295
AAPL,Technology,2021-08-30,146.73,146.9,145.04,145.43,26022204,-0.886,-1.1554,148.72,146.01,142.44,36.66,1.74,1.9941,Buy,-0.4424
AAPL,Technology,2021-12-31,144.77,149.53,143.86,147.8,6727302,2.093,2.213,144.35,137.52,138.67,50.49,5.41,2.2497,Buy,2.3436
NFLX,Entertainment,2021-03-02,409.5,427.53,405.01,422.93,47860367,3.2796,2.0707,423.65,429.73,422.93,44.91,-0.97,7.0516,Sell,1.968
JNJ,Healthcare,2021-10-19,115.07,115.82,115.03,115.48,48702645,0.3563,1.9151,115.74,124.14,131.11,52.88,-4.22,2.6412,Sell,0.4212
AMZN,E-Commerce,2021-06-16,3400.27,3455.44,3356.44,1237.6000000000001,14757151,1.1602,0.9847,1240.1075,3206.1,3180.99,53.61,20.84125,47.9441375,Buy,-5.6761
AAPL,Technology,2021-12-29,142.68,144.01,141.68,143.43,46129940,0.5257,0.8224,143.3,137.2,138.08,64.28,4.18,2.0336,Buy,0.2279
AMZN,E-Commerce,2021-03-29,3294.5,3300.03,3204.79,1237.6000000000001,49355005,-2.0061,-1.4286,1240.1075,3217.86,3332.09,46.1,20.84125,36.2726,Buy,-1.7621
AAPL,Technology,2021-07-14,140.64,143.28,137.6,138.82,53814697,-1.2941,-2.1361,138.81,133.86,135.44,48.5,3.57,1.7775,Buy,-1.6463
GOOGL,Technology,2021-03-24,2984.79,2990.06,2983.82,1237.6000000000001,17417260,0.0513,0.5299,1240.1075,3032.51,3031.62,33.1,-19.588749999999997,43.7913,Sell,-4.1263
JNJ,Healthcare,2021-04-26,185.54,186.78,182.27,182.76,40939030,-1.4983,-1.2695,181.51,172.88,167.16,66.66,6.61,1.5872,Buy,-1.3543
JPM,Finance,2021-09-14,229.07,231.24,226.03,230.02,66940291,0.4147,0.384,230.23,227.88,218.15,29.14,1.56,2.206,Buy,-0.0029
JPM,Finance,2021-10-26,242.1,247.8,241.56,245.45,19372526,1.3837,1.0956,240.68,238.0,234.89,59.26,1.37,2.4834,Buy,1.5552
TSLA,Automotive,2021-02-22,173.4,175.84,169.3,169.72,42208005,-2.1223,-3.4585,174.21,163.45,169.72,55.54,20.84125,11.3758,Buy,-1.3366
AAPL,Technology,2021-07-15,138.81,141.87,138.22,141.71,73963460,2.0892,2.0818,139.38,134.13,135.38,53.57,3.86,2.0173,Buy,2.3313
JNJ,Healthcare,2021-09-07,137.52,138.14,135.5,135.55,57223553,-1.4325,-1.8465,137.38,145.47,152.81,50.03,-6.28,1.4222,Sell,-1.7955
TSLA,Automotive,2021-01-14,182.8,185.17,179.11,181.83,79385557,-0.5306,-2.5354,191.14,181.83,181.83,54.49,0.0,8.312,Buy,-0.7867
AAPL,Technology,2021-11-11,144.24,146.49,140.96,141.17,9489628,-2.1284,-1.1761,143.32,138.0,138.25,51.4,2.69,3.1156,Buy,-2.2476
TSLA,Automotive,2021-10-11,117.9,120.73,113.56,118.35,71148922,0.3817,2.9757,110.63,128.97,135.74,58.27,-8.11,6.5504,Sell,0.901
JNJ,Healthcare,2021-04-20,180.7,180.86,179.86,180.01,71227945,-0.3818,-0.4369,179.78,170.62,165.25,61.66,5.14,3.4478,Buy,-0.14
GOOGL,Technology,2021-04-01,3044.31,3052.57,2995.61,1237.6000000000001,74748185,-1.1986,-1.5115,1240.1075,3004.39,3038.58,41.13,-17.53,36.3807,Buy,0.4807
NFLX,Entertainment,2021-05-19,481.86,484.06,462.66,463.84,64564961,-3.7397,-3.8155,464.57,438.97,439.45,57.59,18.06,15.7015,Buy,-3.5771
MSFT,Technology,2021-08-11,339.26,340.95,339.19,340.03,7883505,0.227,0.8752,331.05,302.61,295.05,61.5,16.5,9.4276,Buy,-0.0741
TSLA,Automotive,2021-09-28,133.88,135.9,126.1,127.37,67498892,-4.3987125,-4.73485,130.38,142.07,136.73,47.72,-10.45,3.6305,Sell,-5.1876
AMZN,E-Commerce,2021-03-31,3126.76,3159.09,3112.54,1237.6000000000001,15798841,-0.4148,-0.1834,1240.1075,3201.47,3313.29,45.49,20.84125,47.9441375,Buy,1.9615
AAPL,Technology,2021-09-29,136.12,138.61,136.0,136.11,65308595,-0.0073,1.0393,135.87,141.73,143.24,47.61,-4.25,1.7591,Sell,-0.1397
TSLA,Automotive,2021-03-15,177.17,177.97,168.51,176.24,58655163,-0.5249,0.0795,178.56,173.65,169.06,38.49,-1.41,7.7119,Buy,-0.4157
AMZN,E-Commerce,2021-08-18,3903.6,3912.19,3835.87,1237.6000000000001,9844633,-1.3067,-0.5534,1240.1075,3836.86,3693.31,52.69,20.84125,47.9441375,Buy,-5.3654
GOOGL,Technology,2021-12-07,2688.65,2729.92,2684.56,1237.6000000000001,20042512,1.4498,1.534,1240.1075,2697.13,2701.34,62.14,-9.28,24.8201,Sell,-3.3929
MSFT,Technology,2021-12-28,328.5,330.53,328.34,328.96,72017878,0.14,0.0334,331.41,346.43,348.08,32.69,-9.49,5.5462,Sell,0.0793
MSFT,Technology,2021-12-15,337.29,343.61,336.33,341.53,36025118,1.2571,0.8147,343.7,351.45,350.01,44.91,-3.0,5.9146,Sell,1.3802
AAPL,Technology,2021-01-06,149.39,150.6,147.27,150.12,68407731,0.4887,0.455,150.12,150.12,150.12,38.14,0.0,0.01,Hold,0.6077
NFLX,Entertainment,2021-06-10,460.66,467.3,457.13,460.46,64274679,-0.0434,0.4779,466.0,462.82,450.32,40.26,3.34,6.6796,Buy,-0.2884
GOOGL,Technology,2021-10-18,2768.41,2769.1,2759.71,1237.6000000000001,52811577,-0.1618,-0.8306,1240.1075,2696.27,2712.25,48.05,17.96,35.1618,Buy,-0.7412
AAPL,Technology,2021-01-08,156.13,157.08,152.66,154.76,20026489,-0.8775,-0.5526,154.76,154.76,154.76,50.49,0.0,0.01,Hold,-0.8388
JPM,Finance,2021-11-23,253.61,254.53,249.91,250.2,57214924,-1.3446,-1.3057,254.54,244.99,241.62,50.5,5.15,4.7446,Buy,-1.7002
TSLA,Automotive,2021-02-05,167.96,186.61,166.82,185.3,77488845,4.4427875,4.70215,149.37,185.3,185.3,61.93,-19.588749999999997,18.2953,Sell,5.763225
AAPL,Technology,2021-11-17,141.32,142.67,140.94,142.12,55592031,0.5661,1.0739,142.24,138.75,138.13,48.7,3.41,1.7043,Buy,0.5392
MSFT,Technology,2021-01-28,317.83,322.69,316.94,322.13,40106449,1.3529,1.7724,313.53,322.13,322.13,74.26,-9.79,3.9616,Sell,1.428
TSLA,Automotive,2021-01-29,135.13,141.26,123.8,135.5,20532577,0.2738,1.9794,133.54,135.5,135.5,36.54,10.82,12.1585,Sell,0.6392
AAPL,Technology,2021-12-07,129.14,133.37,129.03,133.02,25740810,3.0045,2.631,132.98,138.62,137.58,39.64,-3.93,2.2002,Sell,2.9109
AMZN,E-Commerce,2021-06-11,3400.35,3403.11,3393.21,1237.6000000000001,5234482,-0.13,-0.3752,1240.1075,3166.44,3163.46,51.05,20.84125,47.9441375,Buy,5.763225
JPM,Finance,2021-03-26,133.13,136.85,131.93,136.66,6158648,2.6515,2.1528,271.57,134.15,137.78,55.11,-3.41,3.6177,Sell,2.9506
NFLX,Entertainment,2021-01-22,457.73,460.62,444.89,450.57,50825503,-1.5642,-1.4005,463.5,450.57,450.57,34.18,20.84125,17.3037,Buy,-0.6166
JNJ,Healthcare,2021-04-15,179.44,180.49,178.32,180.02,46524564,0.3232,0.2004,176.55,168.89,164.07,62.16,3.61,4.2333,Buy,0.1058
AMZN,E-Commerce,2021-03-25,3305.48,3346.82,3267.85,1237.6000000000001,50320538,0.0653,0.0784,1240.1075,3237.6,3344.31,45.56,20.84125,47.9441375,Buy,-2.3643
JPM,Finance,2021-01-21,142.1,146.67,141.63,144.85,14056686,1.9353,1.5422,142.42,144.85,144.85,36.68,2.15,4.5943,Sell,2.4647
MSFT,Technology,2021-12-02,353.4,356.2,349.51,354.16,55499196,0.2151,0.6336,356.46,353.34,348.97,54.07,2.49,2.3553,Buy,0.3614
GOOGL,Technology,2021-01-22,2944.36,2960.81,2942.01,1237.6000000000001,43180035,0.4466,0.3219,1240.1075,2957.51,2957.51,43.21,-1.9,35.0436,Buy,-4.8144
TSLA,Automotive,2021-07-15,129.19,137.84,126.6,136.12,12142370,4.4427875,4.70215,116.22,85.86,85.66,40.1,20.84125,12.125,Buy,5.763225
NFLX,Entertainment,2021-02-23,424.55,424.71,413.88,423.2,10831415,-0.318,-0.6899,427.43,438.53,423.2,51.79,-10.65,10.1549,Sell,-0.2307
GOOGL,Technology,2021-03-17,2867.32,2879.06,2848.18,1237.6000000000001,20377877,-0.3662,-0.2333,1240.1075,3060.25,3032.48,32.0,-19.588749999999997,47.9441375,Sell,-1.4007
TSLA,Automotive,2021-08-26,162.76,163.1,153.61,158.54,29201118,-2.5928,-3.9501,158.48,136.05,120.02,57.42,16.21,4.2634,Buy,-3.4785
JPM,Finance,2021-05-31,163.45,166.36,162.56,165.96,33936124,1.5356,0.765,163.39,155.82,151.73,66.05,2.08,5.7704,Buy,1.9984
GOOGL,Technology,,2852.59,2864.67,2777.03,1237.6000000000001,36072994,-0.7474,-0.9356,1240.1075,2824.65,2756.86,74.23,-19.588749999999997,41.4769,Sell,-2.511
TSLA,Automotive,2021-04-13,128.01,128.05,119.99,123.82,79876962,-3.2732,-2.871,134.42,162.4,167.08,66.29,-14.6,11.3941,Sell,-2.3483
TSLA,Automotive,2021-05-21,88.57,97.59,82.48,93.07,70877057,4.4427875,4.70215,86.69,99.44,123.94,56.28,-11.24,5.2388,Sell,5.1733
MSFT,Technology,2021-12-24,328.49,331.39,327.82,329.39,39594341,0.274,0.2374,335.15,347.42,348.72,33.0,-9.37,5.1519,Sell,0.3477
MSFT,Technology,2021-06-17,279.12,282.63,276.51,277.83,41433827,-0.4622,-0.48,285.19,276.74,283.55,51.69,4.39,6.4202,Buy,-0.5711
AAPL,Technology,2021-11-16,142.18,142.81,139.97,140.61,66307583,-1.1042,-0.5376,142.59,138.49,138.17,51.02,3.11,1.821,Buy,-0.9071
MSFT,Technology,2021-10-08,348.62,349.88,345.3,346.04,15623807,-0.7401,-0.5861,344.74,340.32,339.93,56.11,0.2,4.8275,Buy,-0.1141
NFLX,Entertainment,2021-09-03,523.94,532.89,514.98,519.14,76162195,-0.9161,-0.8953,532.73,533.72,502.52,61.19,0.32,12.1377,Sell,-0.497
